gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
Male,Urban,Bachelor,2.93,0,4,,More than 1,B,Platinum,58572
Female,Urban,High School,3.55,1,5,6215.0,More than 1,A,Silver,67260
Male,Urban,High School,3.16,0,7,5832.0,1,A,Silver,142680
Female,Rural,Bachelor,5.54,0,6,2963.0,More than 1,A,Silver,577020
Male,Urban,High School,2.38,0,1,8096.0,More than 1,B,Silver,109896
Male,Urban,High School,7.22,1,1,6390.0,More than 1,A,Platinum,32772
Male,Rural,Bachelor,9.68,1,7,3993.0,More than 1,A,Silver,102912
Male,Urban,High School,2.16,1,6,0.0,1,B,Gold,28920
Male,Urban,Bachelor,2.62,1,6,8987.0,More than 1,,Platinum,325464
Male,Urban,Bachelor,6.04,1,7,3853.0,1,,Silver,80484
Female,Rural,Bachelor,7.92,0,3,0.0,More than 1,B,Silver,67620
Female,Urban,Bachelor,46.62,0,8,8423.0,More than 1,A,Platinum,346716
Male,Urban,Bachelor,7.71,1,7,4050.0,More than 1,A,Gold,63612
Male,Urban,High School,9.07,1,1,2696.0,More than 1,A,Platinum,56892
Female,Rural,Others,40.67,1,5,0.0,1,A,Silver,68424
Female,,Bachelor,3.05,0,7,9317.0,More than 1,B,Platinum,71040
Male,Urban,Bachelor,4.83,0,3,4061.0,More than 1,A,Platinum,69600
Male,Rural,Bachelor,7.96,1,8,0.0,1,B,Gold,36048
Female,Urban,High School,8.6,0,6,6354.0,1,A,Platinum,32184
Male,Urban,High School,9.9,0,3,7171.0,More than 1,C,Platinum,94980
Male,Urban,High School,9.46,1,4,2582.0,More than 1,B,Gold,60720
Male,Rural,High School,5.67,1,6,0.0,1,B,Platinum,63948
Male,,Bachelor,,1,7,2742.0,More than 1,A,Platinum,111924
Female,Urban,Bachelor,,0,7,6403.0,More than 1,A,Platinum,151356
Male,,Bachelor,9.67,0,8,,More than 1,B,Platinum,95904
Male,Rural,Bachelor,7.95,1,8,0.0,More than 1,A,Platinum,154116
Male,Rural,High School,8.5,1,0,2144.0,More than 1,A,Gold,58152
Male,Rural,High School,6.88,0,7,2827.0,More than 1,B,Platinum,60936
Female,Urban,High School,4.61,0,5,6822.0,More than 1,A,Platinum,34980
Female,Urban,Bachelor,4.76,0,6,3278.0,More than 1,A,Platinum,200616
Female,Urban,Bachelor,42.38,0,5,4244.0,More than 1,A,Platinum,64812
Female,Rural,Others,7.73,0,7,2375.0,More than 1,B,Silver,69024
Male,Rural,Bachelor,29.88,0,6,4133.0,1,A,Platinum,102228
Male,,High School,5.48,1,5,2833.0,More than 1,A,Platinum,60936
Female,,High School,4.58,0,6,5727.0,More than 1,B,Silver,64824
Female,Urban,Bachelor,,0,4,8459.0,More than 1,B,Gold,67596
Female,Rural,High School,,1,8,3810.0,More than 1,B,Silver,63780
Female,Rural,High School,,0,4,0.0,More than 1,B,Platinum,99888
Male,Urban,Bachelor,8.81,0,7,3875.0,More than 1,B,Silver,503892
Male,Urban,High School,5.73,1,1,3392.0,More than 1,B,Platinum,62916
Female,Urban,Bachelor,8.54,1,5,4171.0,More than 1,A,Gold,65004
Female,Rural,Bachelor,4.13,1,5,0.0,1,B,Platinum,35460
Female,Rural,Bachelor,8.58,1,0,0.0,1,B,Platinum,46800
Male,Urban,High School,8.45,0,3,5449.0,More than 1,A,Platinum,185280
Female,Urban,Bachelor,6.84,0,5,3631.0,More than 1,A,Platinum,69000
Male,Urban,Bachelor,9.79,0,6,2406.0,More than 1,A,Platinum,69720
Male,Rural,Bachelor,8.07,0,5,0.0,1,B,Gold,46068
Male,Urban,High School,5.66,0,4,5488.0,More than 1,A,Gold,117120
Female,Urban,Bachelor,4.47,1,1,3648.0,1,,Platinum,36744
Female,Urban,High School,28.61,0,1,,1,A,Silver,32748
Female,Urban,High School,7.12,0,7,3751.0,1,B,Platinum,31716
Male,Rural,Bachelor,5.85,1,2,2359.0,1,C,Platinum,54624
Male,Urban,Bachelor,7.28,0,7,4145.0,1,A,Silver,35688
Male,Rural,High School,6.89,0,1,2478.0,1,A,Platinum,311208
Male,Urban,High School,7.89,1,4,3621.0,More than 1,A,Platinum,68616
Male,Urban,Bachelor,8.33,0,7,2820.0,1,B,Platinum,56676
Male,Urban,High School,2.89,0,4,6739.0,1,A,Platinum,67848
Male,Urban,High School,7.18,1,6,5298.0,More than 1,A,Platinum,56796
Male,Urban,High School,9.23,1,2,6409.0,More than 1,A,Platinum,325740
Male,Urban,High School,8.02,0,6,8028.0,More than 1,A,Silver,132060
Female,,High School,7.39,0,4,,More than 1,B,Platinum,69648
Female,Urban,High School,8.29,0,2,4081.0,More than 1,C,Platinum,31428
Male,Urban,Bachelor,6.94,1,6,3531.0,More than 1,A,Gold,67032
Male,Rural,Bachelor,6.25,0,5,2720.0,More than 1,A,Platinum,335856
Female,Urban,Bachelor,8.15,0,4,7900.0,More than 1,A,Gold,92256
Male,Rural,High School,9.94,0,0,,More than 1,A,Platinum,56424
Female,,High School,2.76,1,1,3673.0,More than 1,A,Platinum,64416
Male,Urban,Bachelor,4.87,0,0,6557.0,1,A,Silver,68088
Male,Rural,Bachelor,28.05,0,5,0.0,More than 1,B,Platinum,61848
Female,Rural,High School,3.45,0,8,5613.0,More than 1,C,Platinum,302328
Male,Rural,Bachelor,3.66,0,6,0.0,More than 1,B,Platinum,61620
Male,Urban,High School,8.88,0,5,6180.0,1,A,Silver,34608
Female,Urban,High School,8.21,1,3,8498.0,More than 1,A,Platinum,396492
Male,Urban,High School,5.26,0,8,4143.0,1,B,Silver,33948
Male,,Bachelor,5.33,0,2,0.0,1,C,Platinum,30228
Male,,Bachelor,7.6,0,0,0.0,1,A,Platinum,65604
Male,Urban,Bachelor,2.26,0,6,4233.0,More than 1,B,Platinum,70596
Male,Urban,Bachelor,4.51,1,6,2215.0,More than 1,B,Platinum,65232
Male,Rural,Others,8.01,1,1,0.0,1,A,Platinum,46620
Female,Urban,Bachelor,8.61,1,7,3048.0,1,B,Silver,51816
Male,Urban,Bachelor,6.05,0,3,,More than 1,A,Platinum,61740
Male,Urban,High School,6.52,0,8,10623.0,1,A,Gold,105144
Female,Urban,High School,8.17,1,5,4835.0,More than 1,C,Platinum,55560
Female,Urban,Bachelor,4.68,1,4,8162.0,More than 1,A,Gold,95916
Male,Urban,Bachelor,3.79,1,7,6395.0,More than 1,B,Silver,71460
Female,Urban,High School,3.95,1,8,3901.0,1,,Platinum,32772
Male,Rural,Bachelor,8.78,0,8,5857.0,More than 1,B,Platinum,58920
Male,Urban,Bachelor,4.11,1,5,,More than 1,A,Gold,47136
Male,Urban,High School,2.21,1,6,,More than 1,B,Gold,111996
Female,Urban,Bachelor,3.37,0,8,2332.0,More than 1,A,Gold,169464
Female,Rural,High School,6.65,0,6,4748.0,More than 1,A,Silver,63432
Male,Urban,Others,6.62,0,2,4023.0,1,A,Platinum,31800
Male,Urban,High School,3.43,0,6,5831.0,1,A,Gold,32748
Female,Urban,High School,6.67,1,5,6090.0,1,A,Platinum,35388
Male,Urban,High School,6.66,1,8,10700.0,More than 1,A,Platinum,104388
Male,Urban,High School,7.25,1,5,0.0,1,A,Platinum,31848
Male,Urban,High School,91.48,1,1,,More than 1,C,Gold,142812
Female,Urban,High School,1.29,0,5,3855.0,1,A,Gold,29652
Female,Rural,High School,9.82,0,1,2719.0,More than 1,B,Platinum,108552
Female,,Bachelor,9.62,0,3,2233.0,More than 1,,Gold,112968
Female,Rural,Bachelor,5.55,0,1,0.0,1,B,Silver,63972
Female,Urban,High School,7.72,1,6,4199.0,More than 1,A,Gold,68520
Female,Rural,High School,8.72,0,5,,More than 1,A,Platinum,61308
Female,Urban,Bachelor,4.14,0,4,5347.0,More than 1,A,Silver,171684
Male,Rural,Bachelor,6.93,0,5,2612.0,1,A,Gold,33372
Female,Rural,Bachelor,8.14,1,4,4383.0,1,A,Platinum,32496
Female,Rural,High School,,1,3,0.0,1,B,Silver,39756
Female,Rural,High School,8.21,0,1,6633.0,1,A,Gold,34236
Female,Rural,High School,8.84,0,5,0.0,More than 1,B,Silver,62628
Female,Rural,Bachelor,6.84,1,5,2160.0,1,A,Gold,54156
Female,Urban,High School,9.78,1,0,12855.0,More than 1,A,Platinum,61836
Female,Rural,Bachelor,58.51,0,1,0.0,More than 1,A,Platinum,67296
Male,Urban,Bachelor,3.44,1,3,2046.0,1,B,Platinum,46428
Male,Urban,Bachelor,4.49,1,7,4050.0,More than 1,A,Silver,205512
Female,Urban,Bachelor,8.71,1,7,2234.0,1,C,Platinum,69264
Male,Urban,High School,6.93,0,2,7418.0,1,A,Silver,42132
Male,Urban,High School,8.8,1,8,7630.0,More than 1,A,Platinum,67080
Male,Urban,Others,4.04,1,8,5771.0,1,A,Platinum,30156
Female,Urban,High School,4.31,1,3,7367.0,More than 1,A,Platinum,216468
Male,Urban,Bachelor,8.88,1,5,2457.0,1,A,Platinum,32364
Male,Urban,Others,6.81,1,6,,1,B,Silver,31020
Male,,Bachelor,4.92,1,6,0.0,More than 1,C,Silver,99408
Male,Urban,High School,,0,1,8821.0,More than 1,,Silver,61956
Female,Urban,High School,8.03,0,4,9010.0,More than 1,,Platinum,66876
Female,Rural,High School,16.18,0,0,0.0,More than 1,A,Platinum,59820
Male,Urban,Bachelor,7.46,0,5,5499.0,More than 1,A,Gold,101100
Male,Rural,Bachelor,7.39,1,5,0.0,1,A,Gold,36156
Male,Urban,Bachelor,5.28,1,5,4282.0,1,C,Gold,32292
Female,Rural,Others,98.34,0,4,,More than 1,B,Platinum,49848
Male,Rural,High School,8.69,0,6,4130.0,More than 1,A,Gold,417180
Female,Rural,Bachelor,46.77,1,8,0.0,1,B,Platinum,34104
Female,Urban,High School,2.81,0,2,7203.0,More than 1,A,Silver,29868
Female,Rural,Bachelor,7.89,0,3,0.0,1,A,Gold,34428
Male,Urban,Bachelor,7.31,0,2,4136.0,More than 1,A,Platinum,60204
Male,Rural,High School,4.48,1,8,2087.0,More than 1,A,Silver,104520
Female,Urban,High School,4.83,0,3,5962.0,More than 1,A,Platinum,376320
Female,Urban,Bachelor,4.57,0,5,3156.0,More than 1,C,Silver,60744
Male,Rural,High School,59.35,1,1,0.0,1,C,Platinum,38460
Female,Rural,Bachelor,7.26,0,4,11786.0,More than 1,A,Silver,67872
Male,Rural,High School,79.7,1,6,0.0,1,C,Platinum,31404
Male,Urban,High School,6.65,1,2,3809.0,More than 1,A,Gold,92184
Female,,High School,1.4,1,7,6943.0,More than 1,A,Platinum,148164
Female,,High School,4.95,1,7,0.0,More than 1,B,Platinum,69768
Male,Rural,High School,,1,2,0.0,1,A,Silver,68796
Male,Urban,High School,8.39,1,1,,1,A,Platinum,54924
Female,Urban,Bachelor,7.29,0,3,3699.0,More than 1,C,Gold,99408
Female,Urban,High School,3.21,0,4,5888.0,1,,Silver,48084
Male,Urban,Bachelor,6.55,1,4,5348.0,More than 1,A,Platinum,70548
Female,Rural,Bachelor,4.97,1,8,2456.0,More than 1,A,Platinum,59028
Male,Rural,High School,7.34,1,3,0.0,1,A,Gold,30504
Female,Rural,High School,8.27,1,2,0.0,More than 1,A,Gold,57504
Male,Urban,Bachelor,9.78,1,4,4318.0,More than 1,C,Platinum,67428
Male,Rural,Bachelor,15.29,1,3,0.0,More than 1,A,Platinum,77028
Male,Rural,High School,9.49,0,8,2052.0,More than 1,A,Silver,332892
Male,Rural,Bachelor,5.65,1,8,0.0,More than 1,A,Gold,53052
Male,Urban,High School,4.18,1,0,9901.0,More than 1,B,Silver,66552
Male,Rural,Bachelor,9.77,0,4,2602.0,1,,Platinum,98532
Male,Urban,High School,6.0,1,1,3126.0,More than 1,C,Silver,34440
Male,Urban,Bachelor,43.3,0,7,2245.0,More than 1,A,Platinum,100176
Male,Urban,Bachelor,8.44,1,6,0.0,More than 1,B,Platinum,59424
Male,Urban,Bachelor,5.51,1,6,0.0,More than 1,A,Platinum,51072
Female,Urban,Bachelor,8.71,1,8,2837.0,More than 1,B,Silver,64716
Male,Urban,High School,5.91,1,6,0.0,1,B,Platinum,32892
Female,Urban,High School,51.8,1,7,6698.0,More than 1,A,Platinum,476556
Male,Urban,Bachelor,4.11,0,7,4354.0,More than 1,A,Platinum,71700
Male,Rural,High School,5.78,1,2,0.0,More than 1,A,Platinum,59676
Male,Urban,High School,4.8,0,4,4220.0,More than 1,B,Platinum,70752
Male,Rural,High School,5.51,1,5,,1,A,Platinum,46992
Male,Urban,Bachelor,,1,8,2234.0,More than 1,A,Platinum,69336
Male,Urban,High School,7.69,1,2,4867.0,More than 1,A,Platinum,89244
Female,Urban,Bachelor,5.93,1,7,5052.0,More than 1,A,Platinum,190128
Male,Urban,High School,8.59,1,6,7171.0,1,C,Silver,65640
Female,Urban,High School,5.84,1,5,5309.0,1,A,Platinum,31848
Female,Urban,Bachelor,8.8,0,1,4317.0,More than 1,B,Silver,62028
Male,,High School,86.35,0,4,6769.0,More than 1,A,Silver,459492
Female,Rural,Bachelor,8.52,1,5,3205.0,1,B,Gold,51204
Male,Urban,High School,6.53,1,7,6267.0,1,A,Platinum,61104
Male,Urban,High School,6.47,1,2,5629.0,1,B,Gold,38016
Male,Urban,Bachelor,4.28,1,6,11338.0,More than 1,,Platinum,74808
Female,Rural,High School,4.79,0,1,5705.0,More than 1,A,Platinum,45612
Male,Urban,Bachelor,5.07,0,4,4677.0,More than 1,A,Platinum,58272
Male,Rural,High School,9.28,0,8,2644.0,More than 1,A,Platinum,133656
Male,Urban,High School,7.4,0,4,,More than 1,B,Platinum,55944
Male,Urban,High School,4.62,0,7,2940.0,1,B,Platinum,58236
Male,Rural,High School,63.22,1,4,0.0,1,,Platinum,60192
Male,Urban,High School,6.49,1,5,,1,A,Gold,36120
Male,Rural,High School,6.46,1,7,0.0,1,B,Silver,37536
Female,Urban,High School,37.51,0,4,8113.0,More than 1,B,Gold,274992
Female,Urban,High School,6.37,1,4,4496.0,More than 1,B,Platinum,156600
Female,Urban,High School,19.58,1,4,,More than 1,B,Silver,91248
Male,Urban,High School,5.56,1,1,5421.0,1,A,Gold,28824
Female,Urban,High School,,0,1,,More than 1,A,Platinum,63156
Male,,High School,8.2,1,5,3456.0,More than 1,A,Platinum,146136
Female,Rural,High School,14.64,1,4,3210.0,More than 1,B,Gold,66456
Female,Urban,Bachelor,2.36,0,8,4552.0,More than 1,B,Platinum,142932
Male,Rural,High School,3.93,0,8,0.0,1,B,Platinum,31584
Male,Urban,High School,1.63,1,5,7872.0,More than 1,A,Platinum,152628
Male,Urban,Bachelor,,1,6,,1,B,Gold,37740
Female,Urban,Bachelor,62.64,1,4,2941.0,More than 1,B,Platinum,301068
Female,Rural,High School,5.51,1,8,0.0,More than 1,,Gold,48408
Female,Urban,High School,8.25,0,4,5889.0,1,A,Silver,103380
Male,Urban,Bachelor,4.04,0,3,4168.0,1,A,Platinum,64356
Male,Urban,Bachelor,5.1,1,7,4324.0,More than 1,A,Platinum,281016
Male,Urban,Bachelor,9.01,0,0,0.0,More than 1,B,Platinum,228336
Female,Urban,High School,72.01,1,6,7720.0,More than 1,A,Platinum,102864
Female,Urban,Bachelor,5.18,1,7,3259.0,1,C,Silver,30624
Female,Urban,Bachelor,5.29,0,6,4017.0,More than 1,A,Silver,95700
Male,Urban,High School,3.52,0,7,3893.0,More than 1,B,Platinum,57372
Male,Urban,High School,7.58,0,6,7040.0,More than 1,A,Platinum,62040
Male,Rural,Bachelor,8.68,1,7,5006.0,More than 1,C,Platinum,74652
Female,Urban,Others,4.88,1,5,6227.0,More than 1,A,Silver,94476
Male,Rural,Bachelor,5.14,0,7,0.0,1,A,Platinum,31308
Female,Urban,High School,7.89,1,6,3967.0,1,B,Silver,62724
Female,Urban,High School,80.93,0,5,11883.0,More than 1,C,Platinum,191148
Male,Urban,High School,9.34,1,1,5569.0,1,A,Platinum,30432
Male,Urban,Bachelor,3.42,0,8,4191.0,1,B,Silver,51264
Female,Urban,High School,97.68,1,4,6325.0,1,A,Platinum,33276
Female,Urban,High School,6.53,1,2,0.0,More than 1,A,Platinum,163776
Male,Urban,High School,4.83,1,4,,1,C,Platinum,33456
Female,,Bachelor,6.42,1,7,0.0,More than 1,A,Silver,60492
Male,Urban,Bachelor,6.61,0,7,3603.0,More than 1,B,Platinum,175080
Male,Urban,Bachelor,90.63,0,3,,More than 1,A,Platinum,68112
Female,Rural,Bachelor,28.07,0,6,6645.0,More than 1,A,Platinum,71640
Male,Rural,Bachelor,7.3,1,2,3110.0,1,A,Gold,31788
Male,Rural,High School,9.61,1,2,2843.0,More than 1,A,Gold,241752
Female,Rural,High School,5.18,1,6,3457.0,More than 1,A,Platinum,68856
Male,Rural,High School,9.62,1,2,0.0,More than 1,A,Platinum,67296
Female,Urban,Bachelor,3.8,0,6,10204.0,More than 1,B,Platinum,63888
Male,Urban,High School,5.6,0,6,6350.0,More than 1,A,Platinum,104976
Female,Rural,High School,46.73,1,1,0.0,More than 1,,Platinum,73248
Male,Urban,High School,3.71,0,7,,1,B,Platinum,67380
Female,Urban,High School,2.79,1,7,7204.0,More than 1,A,Platinum,63528
Female,Urban,High School,5.96,1,4,13322.0,More than 1,A,Platinum,125388
Female,Urban,Bachelor,6.6,0,8,6326.0,More than 1,A,Platinum,103992
Male,Urban,High School,7.52,0,2,,More than 1,A,Platinum,263520
Female,,Bachelor,6.0,1,5,2503.0,More than 1,B,Platinum,319932
Male,Urban,Bachelor,7.08,0,1,4913.0,More than 1,A,Silver,70632
Female,Rural,High School,6.66,0,5,3032.0,More than 1,A,Platinum,60900
Male,Urban,Bachelor,3.43,1,3,3613.0,More than 1,A,Silver,162624
Female,Urban,High School,71.32,0,7,2685.0,More than 1,B,Platinum,81468
Male,Rural,Bachelor,6.61,0,8,2678.0,More than 1,A,Gold,88668
Male,Rural,High School,3.79,0,7,2759.0,1,B,Platinum,107316
Male,Urban,Bachelor,5.34,0,7,6374.0,More than 1,A,Platinum,66048
Female,Urban,High School,36.9,0,2,9414.0,More than 1,A,Platinum,188100
Female,Urban,Bachelor,4.83,1,7,4423.0,More than 1,A,Gold,64152
Female,Rural,High School,10.87,1,1,0.0,More than 1,A,Platinum,66276
Male,Urban,High School,5.91,0,4,2941.0,1,A,Platinum,70656
Male,Urban,Bachelor,4.22,1,6,6347.0,More than 1,C,Gold,126024
Male,Urban,Bachelor,5.48,1,6,5132.0,More than 1,A,Platinum,48936
Male,Urban,Bachelor,5.98,1,3,0.0,1,A,Silver,37908
Male,Rural,High School,5.56,0,2,0.0,More than 1,B,Silver,128748
Female,Rural,Bachelor,5.75,0,7,0.0,More than 1,C,Silver,199524
Female,Urban,Bachelor,2.98,0,7,8805.0,More than 1,A,Silver,183900
Female,Rural,Bachelor,9.97,1,6,0.0,More than 1,A,Silver,67620
Female,Rural,High School,7.79,0,5,0.0,1,A,Gold,30876
Male,Rural,High School,74.25,1,3,2954.0,More than 1,A,Silver,65580
Male,Rural,Bachelor,8.13,1,6,0.0,More than 1,A,Gold,65388
Female,Urban,Bachelor,9.04,0,5,10361.0,More than 1,B,Platinum,241632
Female,Rural,High School,7.05,0,6,2306.0,More than 1,,Gold,104700
Female,Urban,High School,9.57,0,5,6229.0,More than 1,A,Gold,97920
Male,Rural,Bachelor,7.06,1,1,3782.0,More than 1,B,Silver,73860
Female,Rural,High School,8.28,0,6,0.0,1,C,Gold,39264
Male,Rural,Bachelor,9.71,1,7,3165.0,More than 1,B,Silver,53556
Female,Rural,Bachelor,8.53,1,6,0.0,1,C,Gold,37536
Male,Urban,High School,25.95,1,0,2096.0,1,,Silver,35112
Female,Urban,High School,3.92,1,7,3578.0,More than 1,A,Silver,68340
Female,Rural,Others,4.47,1,7,0.0,More than 1,A,Silver,66708
Male,Rural,Bachelor,9.7,1,6,0.0,1,A,Silver,70764
Female,Rural,Bachelor,49.6,1,7,0.0,1,A,Silver,63852
Female,,High School,61.28,0,8,0.0,More than 1,A,Platinum,60648
Male,Rural,High School,6.12,1,6,0.0,1,B,Silver,38544
Female,Urban,High School,8.43,0,5,0.0,1,A,Platinum,229164
Female,Rural,High School,43.31,0,1,0.0,More than 1,,Platinum,111240
Male,Urban,Bachelor,6.38,0,7,3770.0,More than 1,B,Platinum,60264
Female,Urban,High School,3.97,1,2,6474.0,More than 1,A,Platinum,64632
Male,Urban,High School,3.31,1,5,3829.0,1,A,Platinum,36324
Male,Urban,High School,2.76,1,7,12869.0,More than 1,A,Silver,133764
Female,Urban,High School,4.31,0,6,3647.0,More than 1,A,Platinum,64644
Male,Rural,High School,9.54,1,2,2963.0,More than 1,B,Platinum,70380
Male,Rural,Bachelor,5.17,1,5,2123.0,More than 1,A,Gold,95232
Male,,High School,2.83,0,0,4420.0,More than 1,B,Platinum,138528
Female,Urban,High School,4.57,0,6,3323.0,More than 1,A,Platinum,208284
Female,,High School,8.68,0,5,6282.0,1,,Platinum,50328
Male,Rural,Bachelor,,0,6,0.0,More than 1,B,Gold,63864
Female,Urban,Bachelor,7.19,0,5,6202.0,More than 1,A,Platinum,51168
Male,Rural,Bachelor,8.96,1,7,3929.0,1,B,Platinum,67908
Male,Urban,Bachelor,7.75,1,7,,More than 1,,Gold,252312
Male,Rural,High School,39.22,0,5,0.0,1,A,Platinum,32676
Male,Rural,High School,9.88,1,1,,1,A,Silver,36360
Female,Urban,Bachelor,,1,0,0.0,More than 1,B,Gold,70380
Female,Rural,High School,9.88,1,1,0.0,1,A,Gold,34584
Female,,Bachelor,8.59,1,2,3795.0,More than 1,B,Platinum,48156
Male,Urban,High School,6.33,0,6,,1,C,Silver,32100
Male,Urban,Bachelor,8.27,0,7,5746.0,More than 1,A,Platinum,202056
Male,Rural,Bachelor,95.94,1,2,2267.0,More than 1,B,Gold,111000
Female,Rural,High School,5.58,1,5,0.0,1,A,Gold,37020
Male,Urban,High School,4.33,0,0,6003.0,1,C,Gold,47928
Female,Rural,Bachelor,6.54,1,5,0.0,More than 1,B,Silver,69828
Male,,Bachelor,6.92,1,4,0.0,More than 1,A,Platinum,181056
Male,Urban,High School,4.79,0,6,0.0,1,B,Platinum,34548
Male,Rural,High School,9.22,1,4,0.0,1,A,Gold,36732
Male,Urban,Bachelor,42.48,1,7,0.0,More than 1,A,Gold,68472
Male,Urban,High School,4.15,0,5,5706.0,More than 1,A,Silver,143400
Male,Urban,High School,8.41,1,6,,1,A,Gold,48516
Male,Rural,High School,,0,5,5643.0,More than 1,A,Platinum,101328
Female,Rural,Bachelor,8.6,1,7,4718.0,More than 1,,Silver,95004
Male,Rural,Bachelor,11.68,0,6,0.0,1,B,Silver,65088
Male,Urban,High School,4.59,1,3,7271.0,More than 1,A,Gold,274176
Female,Rural,Bachelor,53.88,0,6,6478.0,More than 1,A,Platinum,67272
Male,Urban,Bachelor,83.98,1,4,2170.0,1,A,Platinum,70932
Female,Rural,High School,6.4,0,7,3854.0,More than 1,A,Platinum,70440
Male,Urban,High School,8.31,1,2,2866.0,More than 1,A,Platinum,107184
Female,Urban,Bachelor,,0,5,4218.0,1,A,Platinum,38388
Male,Urban,High School,8.88,0,7,6603.0,More than 1,,Gold,27924
Female,Urban,High School,8.98,0,6,5349.0,More than 1,B,Platinum,123216
Female,Urban,High School,6.42,1,5,3332.0,More than 1,A,Platinum,103044
Male,,High School,4.37,1,4,2684.0,More than 1,A,Platinum,66180
Male,Urban,Bachelor,,0,7,2045.0,More than 1,A,Gold,101832
Male,Urban,High School,4.66,0,4,8698.0,1,C,Silver,88056
Female,Rural,High School,63.47,0,5,2352.0,More than 1,A,Platinum,111540
Female,Urban,Bachelor,9.96,1,5,,More than 1,B,Silver,77424
Female,Urban,High School,4.16,0,2,4468.0,More than 1,A,Platinum,461064
Female,Urban,High School,9.65,0,3,4788.0,1,,Platinum,50880
Male,Rural,High School,82.5,0,8,2017.0,1,,Platinum,55632
Male,Rural,High School,3.98,1,7,0.0,More than 1,B,Platinum,68532
Male,Urban,Bachelor,85.16,1,6,2542.0,1,A,Silver,35508
Female,Rural,High School,7.59,0,4,3420.0,1,A,Silver,36180
Female,Rural,High School,63.21,1,7,2004.0,More than 1,A,Silver,121500
Female,Rural,High School,5.51,1,8,2013.0,More than 1,A,Silver,68592
Female,Urban,High School,,0,5,5026.0,More than 1,A,Platinum,57648
Male,Urban,Bachelor,2.23,1,2,15607.0,More than 1,B,Silver,117888
Male,Rural,High School,8.39,0,0,0.0,1,A,Silver,68976
Male,Urban,High School,4.16,0,7,17084.0,More than 1,A,Platinum,213444
Male,Urban,High School,8.15,1,6,4220.0,1,B,Platinum,36948
Male,Urban,High School,4.6,0,1,6558.0,More than 1,A,Platinum,89328
Female,Urban,Bachelor,4.79,0,0,7685.0,More than 1,,Platinum,106680
Female,Urban,Bachelor,3.39,0,5,12071.0,1,,Platinum,53712
Male,Urban,Bachelor,4.41,0,7,4443.0,More than 1,B,Platinum,114012
Female,,High School,7.03,0,5,6066.0,More than 1,A,Platinum,98388
Female,Rural,Bachelor,6.09,0,7,0.0,1,C,Platinum,32844
Female,Urban,Bachelor,7.4,1,3,4372.0,1,A,Platinum,62400
Male,Urban,Bachelor,4.21,1,1,8353.0,More than 1,,Gold,108228
Male,Rural,Others,35.03,1,6,0.0,1,B,Gold,35040
Male,Urban,High School,8.51,1,6,4876.0,1,A,Gold,36408
Female,Rural,Bachelor,,0,0,0.0,More than 1,,Gold,178236
Male,Urban,Bachelor,8.95,1,1,7644.0,More than 1,A,Gold,167472
Male,Urban,High School,8.84,1,8,,1,A,Platinum,32724
Male,Urban,Bachelor,7.02,1,7,4218.0,More than 1,A,Platinum,70584
Female,,High School,91.47,0,2,,More than 1,A,Gold,45552
Male,Urban,High School,0.26,1,2,6458.0,1,A,Platinum,71556
Female,Urban,Bachelor,4.09,1,3,7996.0,More than 1,A,Silver,80160
Male,Urban,High School,2.02,0,4,9806.0,More than 1,A,Platinum,153384
Male,Rural,High School,62.06,0,7,0.0,More than 1,A,Platinum,57864
Male,,Bachelor,7.98,1,6,4273.0,More than 1,B,Platinum,73836
Male,Urban,High School,6.03,1,6,5243.0,More than 1,A,Gold,75756
Female,Rural,Bachelor,7.61,1,5,2073.0,1,A,Gold,66600
Male,Rural,High School,7.53,1,6,5996.0,More than 1,A,Gold,60780
Female,Urban,High School,7.39,0,0,5930.0,More than 1,A,Platinum,56136
Male,Urban,Bachelor,5.81,1,5,3433.0,More than 1,B,Platinum,64032
Female,Rural,Bachelor,3.72,0,6,2557.0,More than 1,B,Silver,67404
Female,Rural,Others,5.53,1,2,0.0,1,A,Platinum,68076
Male,Rural,High School,91.53,1,6,0.0,More than 1,B,Gold,93696
Female,Urban,High School,6.24,0,7,6480.0,1,A,Platinum,32388
Male,Urban,High School,65.13,1,2,3851.0,More than 1,A,Silver,89280
Male,Urban,Bachelor,7.73,0,1,2945.0,More than 1,A,Silver,440040
Male,Urban,Bachelor,2.65,1,6,3667.0,1,B,Platinum,39132
Male,Urban,Bachelor,,0,8,3167.0,More than 1,B,Silver,77964
Male,Rural,Bachelor,75.05,0,6,3923.0,1,A,Platinum,59592
Female,Rural,Bachelor,56.28,1,5,0.0,More than 1,B,Silver,57972
Male,Urban,High School,9.0,1,5,6950.0,1,A,Platinum,56280
Female,Rural,Bachelor,7.01,1,5,2617.0,1,B,Gold,33816
Male,Urban,High School,6.77,0,1,7274.0,More than 1,A,Platinum,65508
Male,Urban,Bachelor,,0,6,6133.0,More than 1,B,Platinum,299208
Male,Urban,High School,5.05,1,6,6206.0,More than 1,B,Silver,64524
Female,Urban,High School,8.53,0,6,2811.0,1,A,Gold,57324
Female,Urban,High School,3.43,0,8,3798.0,More than 1,B,Platinum,65280
Female,Urban,High School,8.86,0,7,3787.0,More than 1,A,Platinum,181164
Female,Rural,High School,6.56,1,5,6130.0,More than 1,C,Platinum,83208
